ID,lon,lat,blue_p50,green_p50,nir_p50,nira_p50,re1_p50,re2_p50,re3_p50,red_p50,swir1_p50,swir2_p50,VV_p50,VH_p50,TARGET
219,-2.787427411,36.751291,4460,4840,5868,5797.5,5268.5,5730,5877,5102,5003,4081,-6.7522736,-14.07317,1
220,-2.780959541,36.75209948,3505,3910,4930,4946,4564.5,4691.5,4800.5,4260,4731.5,3675.5,-10.088637,-16.590078,1
221,-2.855789204,36.7547046,4086,4304,5452,5251,5074,5136,5112,4804,4950,4048,-8.6840515,-15.06416,1
222,-2.812220913,36.75515375,3002,3284,6216,6231,3717,5550,6124,3076,3364,2511,-6.0816307,-12.756996,1
223,-2.787157916,36.7561419,4071,4252,5314,5222.5,4487.5,5028.5,5226,4295,4017.5,3170,-7.296591,-12.329894,1
224,-2.858753644,36.75713005,2753,3157,5846,5798.5,3628,5225.5,5726,3103,3498,2563.5,-7.9858956,-12.160572,1
225,-2.849860323,36.75838769,2705,2939,5852,5767,3350,5163,5694,2813,3372,2415,-6.0374823,-14.1068325,1
226,-2.868724944,36.76072331,2937,3164,5570,5351.5,3418,4984.5,5367.5,3113,3513.5,2577,-5.2003884,-13.645972,1
227,-2.791739324,36.7629691,5144,5368,5840,5829,5892,5875,5806,5572,5389,4409,-9.7730255,-14.523144,1
228,-2.835217784,36.76584371,3519,3902,4706,4615.5,4550.5,4525,4591,4352,4764.5,4113,-9.783734,-15.8911915,1
229,-2.862526569,36.76773017,4708,4888,5812,5857,5487,5640,5783,4972,4712,3823,-7.6712375,-13.709349,1
230,-2.852465437,36.77006579,3306,3465,4640,4707,3733.5,4475.5,4710.5,3551,3628,2819.5,-6.902815,-12.862379,1
231,-2.837733067,36.77060478,4456,4820,5304,5164.5,5294,5196,5199.5,5086,5082.5,4213.5,-9.058747,-15.715206,1
232,-2.856597688,36.77312006,3542,3894,5748,5537,4281,5098,5458,4038,4341,3581,-8.890252,-14.355842,1
233,-2.835846605,36.77662349,4628,5018,5858,5773.5,5554,5774,5834,5224,5345,4233,-8.552823,-14.456216,1
234,-2.863065558,36.77895911,5208,5426,5668,5596,5830,5692,5666.5,5572,4942,4011.5,-8.0224285,-16.863192,1
235,-2.837822898,36.78030658,2675,2989,5206,5358,3385,4777,5292.5,3021,3405.5,2545,-7.0331936,-13.631562,1
236,-2.682504186,36.71463974,4472,4844,5740,5646,5481,5485,5560,5132,5278,4176,-9.061643,-16.5505,1
237,-2.686366941,36.71643637,3338,3706,5256,5099,4214,4958,5082,3776,4075,3100,-6.272178,-14.4836645,1
238,-2.659058157,36.71733468,4652,4872,5696,5586,5254,5555,5680,4960,4770,3732,-8.032324,-14.268399,1
239,-2.684121153,36.72604834,2540,2858,4648,4599,3135,4283,4636,2838,3175,2331,-4.9335966,-13.157741,1
240,-2.65923782,36.73718745,3935,4218,4890,4955,4641,4766.5,4862,4428,4641.5,3662,-7.2668276,-13.242323,1
241,-2.635432465,36.73862475,4120,4544,5168,4991,5076,4991,5048,4860,4888,4082,-9.312159,-17.193472,1
242,-2.680617724,36.7410502,4668,4936,6356,5997,5290,5836,6069,5104,5071,3967,-5.990705,-13.398198,1
243,-2.632737519,36.74383498,4400,4708,5992,5834,5075,5628,5854,4848,4762,3780,-8.470804,-16.513784,1
244,-2.640822356,36.74823673,2743,3076,5664,5106.5,3390.5,4688.5,5213,3004,3478,2628,-6.118341,-13.464963,1
245,-2.652141129,36.75407578,4540,4864,5868,5786,5166,5503,5724,4940,4453,3525,-9.391076,-15.042597,1
246,-2.661393776,36.76692168,4484,4584,5708,5217,4506,5048,5204,4792,4428,3597,-8.924757,-14.709285,1
247,-2.381388902,36.87480935,4734,4912,5214,5415.5,5593,5587.5,5502.5,4968,4634.5,3954,-6.518243,-14.675075,1
248,-2.374561706,36.87714497,4152,4284,4768,4543,4174,4344,4524,4356,3734,3169,-6.7443943,-13.892281,1
249,-2.386958457,36.88280436,2832,3168,5548,5461,3528,5039,5514,3094,3543,2654,-7.5533915,-13.768624,1
250,-2.167230539,36.88154672,2586,2896,5100,5096,3275,4800,5105,2726,3242,2360,-7.025281,-11.475281,1
251,-2.194090166,36.8872061,3400,3727,4442,4381,4288,4272,4350,4032,3945.5,3162.5,-8.937182,-15.410731,1
252,-2.163367783,36.88990105,4696,4860,5584,5328,5094,5354,5380,4972,4303,3490,-6.9314103,-12.286115,1
253,-2.193910503,36.89052987,2656,2858,4828,4727,3127,4401,4880,2814,3162,2551,-7.205062,-11.376293,1
254,-2.183579877,36.89097903,4658,4852,5726,5720,5272,5626.5,5658,5000,4229,3288.5,-7.996796,-13.696177,1
255,-2.204061465,36.89187734,4219,4392,5366,5241,4714,5090.5,5263,4461,4237.5,3438,-6.655864,-12.023678,1
256,-2.144862488,36.89448246,4708,5004,6048,5944,5482,5788,5927,5184,5078,4043,-7.6148815,-11.515544,1
257,-2.197503764,36.8971774,3952,4158,5352,5259,4426.5,5154.5,5318.5,4152,3847,2980,-5.528059,-11.495087,1
258,-2.156810081,36.89942319,5060,5200,6224,6074,5455,5855,5962,5324,4666,3601,-5.4824033,-11.347377,1
259,-2.163457615,36.90310628,3097,3385,6122,5986.5,3712,5431.5,5927,3309,3507,2537,-5.7990227,-11.21476,1
260,-2.209810683,36.90669954,3236,3518,4042,4104,3681,4025,4097,3500,3517,2616,-3.9010305,-9.726095,1
261,-2.135520009,36.90966398,2590,2896,5508,5481,3315,4954,5412,2838,3217,2416,-6.7909946,-11.870388,1
262,-2.146838782,36.91208943,3634,3890,4740,4895,4457,4605,4752,4112,4381,3482,-9.201967,-15.505944,1
263,-2.146209961,36.91801832,2808,3192,5932,6050,3702,5518,5982,3076,3542,2703,-6.574689,-12.719986,1
264,-2.154115136,36.92574383,3511,3703,4892,4901.5,4108.5,4678.5,4853.5,3801,3846.5,3068,-4.6824536,-12.504108,1
265,-2.13848445,36.92619298,2554,2784,5004,5027,2976,4514,5012,2622,3085,2274,-6.150819,-11.876759,1
266,-2.141089564,36.92754046,2792,3080,6134,5552,3470.5,4879.5,5423.5,2952,3397,2638.5,-7.280793,-13.895544,1
267,-2.181334089,36.9319422,2666,3017,5518,5483,3442,4959,5486.5,3031,3513,2656,-5.969138,-11.04687,1
268,-2.177381501,36.93472698,2276,2502,4648,4666,2823,4174,4609,2416,2972,2270,-6.410227,-11.729208,1
269,-2.161930479,36.93580496,3110,3446,4892,4818,3762,4627,4712,3524,4017,3107,-8.025644,-12.481544,1
270,-2.138214955,36.94811188,3612,3810,4728,4711,4120,4680,4741,3808,3867,3087,-7.2444134,-13.389418,1
271,-2.135340346,36.8723839,2868,3092,5760,5673,3350,5019.5,5644,2959,3487,2547,-6.694524,-13.145718,1
272,-2.116924883,36.87328221,3946,4212,5816,5763,4483,5584,5840,4156,4093,3124,-6.230288,-13.179917,1
273,-2.096892452,36.87436019,2979,3266,4398,4329,3519,4204,4311.5,3242,3511.5,2768.5,-7.6335416,-12.859976,1
274,-2.116924883,36.87741446,2662,2992,5604,5431,3416,4971,5477,2968,3457,2602,-7.3771744,-13.6274395,1
275,-2.12384191,36.90562156,2880,3128,5972,5827,3565,5287,5858,3084,3451,2524,-6.5089235,-11.851435,1
276,-2.116026568,36.91146061,2879,3107,4900,4716,3338,4492.5,4766.5,2981,3261,2392.5,-7.6144896,-12.723923,1
277,-2.121326628,36.91523354,5428,5600,6380,6343,6034,6333,6328,5760,5203,4254,-7.452106,-12.535234,1
278,-2.129591128,36.91981495,2722,3110,5296,5310,3614,4844,5236,3116,3603,2713,-6.449736,-12.337582,1
279,-2.104887458,36.92520484,3602,3878,4560,4547,4387,4406,4464,4176,4445,3608,-9.79212,-15.464216,1
280,-2.089616098,36.93104389,4372,4692,5984,5824,5047,5688,5901,4764,4653,3636,-6.0433245,-11.353828,1
281,-2.109019708,36.93418799,2588,2884,5288,5062,3287,4694,5080,2786,3382,2605,-6.5936213,-11.041852,1
282,-2.12087747,36.93957788,2632,2852,5040,5115,3172,4665,5195,2854,3270,2541,-5.558297,-12.572978,1
283,-2.083417723,36.93966771,2754,3098,5224,5212,3573,4845,5122,3078,3479,2547,-5.973342,-11.949167,1
284,-2.076051537,36.94038637,3504,3884,4568,4598,4582,4534,4584,4284,4337,3409,-9.813946,-15.072845,1
285,-2.085753342,36.94317114,2802,3054,5360,5384,3598,4812,5340,3094,3654,2835,-5.733324,-11.821472,1
286,-2.113601116,36.94721356,2865,3249,6132,6149.5,3917,5645,6147.5,3210,4525.5,3670.5,-7.7259464,-11.807897,1
287,-2.090244919,36.94811188,3842,4034,5312,5154,4506,5154,5324,4084,4214,3375,-5.2728157,-12.672552,1
288,-2.133364052,36.95502891,3307,3532,4788,4708,3804.5,4419.5,4654,3496,3534.5,2635.5,-4.86473,-11.518753,1
289,-2.090155087,36.95709503,4314,4582,5310,5264.5,4971.5,5168.5,5282,4652,4620.5,3745.5,-7.248356,-15.1781025,1
290,-2.100845039,36.95727469,2561,2816,5224,5177,3148,4728.5,5263,2728,3227,2359,-6.9437003,-13.241758,1
291,-2.093658517,36.95916116,4828,4974,5966,5938,5370.5,5858.5,5958.5,4980,4820.5,3878,-6.5372486,-13.823189,1
292,-2.11854185,36.9604188,4518,4670,5432,5393.5,5085,5311,5438.5,4806,4625.5,3629,-6.2374444,-13.613928,1
293,-2.719424944,36.69667343,4664,5076,5624,5547,5311,5425,5508,5168,4912,3874,-8.039367,-13.682488,1
294,-2.71098078,36.70062602,5116,5404,5908,5957,6210,6070,6019,5772,5691,4786,-9.51866,-16.762573,1
295,-2.753560925,36.70242265,3646,4054,6192,6135,4540,5747,6119,3942,3800,2733,-6.630338,-13.889597,1
296,-2.74915918,36.70385995,4228,4640,5208,5071,5202,5145,5133,4992,4967,4122,-8.150008,-16.048294,1
297,-2.720682585,36.70385995,4620,4960,6044,5814,5278,5611,5709,5020,4639,3657,-9.933324,-16.143389,1
298,-2.74565575,36.70520742,4042,4356,5452,5498,4708,5174,5313,4428,4471,3476,-5.106193,-12.622187,1
299,-2.712418085,36.70529726,4027,4226,4696,4595,4625,4574,4643.5,4422,4102.5,3358.5,-8.991189,-15.0498705,1
300,-2.773952682,36.7062854,3486,3855,6556,6580.5,4420.5,6078,6608.5,3870,3773.5,2557.5,-5.5859413,-13.612902,1
301,-2.733708157,36.70664473,3366,3906,5040,5018,4786,4830,4932,4600,5138,4085,-11.553379,-18.583721,1
302,-2.760208458,36.70691422,4220,4408,5882,5930.5,4940.5,5637.5,5957,4514,4349,3390,-7.6085687,-12.2798815,1
303,-2.77736628,36.70880069,2904,3680,5084,4975,4863,4879,4955,4584,5223,5051,-12.588913,-22.375175,1
304,-2.692655148,36.70916001,3100,3397,4276,4221.5,3878.5,4072,4166.5,3638,4067,3285.5,-7.541337,-12.918507,1
305,-2.749338843,36.70960917,4512,4676,5704,5422,4991,5297,5435,4860,4451,3402,-8.861587,-12.842003,1
306,-2.716729998,36.71023799,4308,4540,5928,5799,4982,5508,5801,4636,4587,3550,-6.733809,-13.370597,1
307,-2.753650756,36.71095664,3290,3646,5772,5697,4110,5326,5632,3686,4242,3115,-6.2725887,-13.27334,1
308,-2.719514775,36.71167529,2984,3298,5152,4953,3734,4758,4934,3258,3578,2642,-6.443922,-12.825506,1
309,-2.689331382,36.7131126,5588,5792,6524,5891,5731,6037,6127,5884,5155,4372,-8.3685465,-14.822393,1
310,-2.771706893,36.71472957,2970,3232,6312,6149,3695,5504,6105,3074,3384,2354,-7.1654644,-12.963507,1
311,-2.777186617,36.71517872,2798,3182,5948,5710,3633,5160,5696,3078,3710,2703,-6.572471,-12.966417,1
312,-2.762723741,36.72038895,2512,2872,5316,5312,3249,4813,5322,2792,3205,2356,-6.865855,-12.781914,1
313,-2.748799854,36.72299407,3326,3602,6200,6136.5,4244.5,5663,6114,3606,3351.5,2309.5,-6.1648173,-12.919025,1
314,-2.706219709,36.72425171,3998,4388,5612,5456,4874,5315,5436,4628,4665,3570,-6.774837,-15.585073,1
315,-2.760657615,36.72461104,4540,4684,6000,5883,4923,5642,5820,4696,4353,3270,-6.261732,-13.5864935,1
316,-2.777545943,36.72523986,3101,3471,5474,5377,3964.5,5062.5,5378.5,3480,3609,2647.5,-5.839313,-14.318921,1
317,-2.718885955,36.726228,4088,4340,5340,5372,4883,5209,5381,4504,4612,3685,-7.614969,-13.763688,1
318,-2.74565575,36.72685682,2672,2996,6316,6223,3499,5508,6147,2928,3752,2640,-6.254031,-12.6891,1
319,-2.72625214,36.72973143,3716,3977,5114,5000,4288,4730,4991,4069,3805.5,3092.5,-8.63796,-14.013632,1
320,-2.711429938,36.73036025,5110,5808,7234,7092,7106,7085.5,7127,6662,6656,6040,-6.1445303,-14.405321,1
321,-2.691307675,36.73080941,3382,3692,5260,5162,4058,4879,5169,3840,3878,2966,-6.890516,-13.22439,1
322,-2.757064354,36.73548065,2702,3082,5960,6008,3529,5427,5978,2974,3422,2406,-6.454861,-15.436119,1
323,-2.776018807,36.73799593,2820,3174,5756,5747,3588,5246,5661,3122,3460,2539,-7.062015,-12.700031,1
324,-2.778713753,36.7410502,2548,2810,6072,5939,3287,5316,5913,2660,3228,2327,-6.625391,-12.103952,1
325,-2.771437399,36.74320616,3639,3985,5022,5034,4574,4773.5,4948,4229,4396.5,3579,-8.65104,-13.65879,1
326,-2.775120491,36.74491296,3342,3530,5232,5097,3813,4622,4983,3514,3660,2800,-7.7655134,-14.521818,1
327,-2.768023801,36.74554178,4472,4556,5772,6045,5448,5839,6052,4784,4884,3834,-6.8580832,-14.003587,1
328,-2.771257736,36.74742824,2850,3104,5964,5803,3543,5020,5775,3098,3233,2307,-7.869989,-15.47112,1
329,-2.764969529,36.75084184,4188,4464,5932,5835,4938,5493,5809,4568,4376,3392,-8.043814,-14.602393,1
330,-2.753740588,36.75326729,5140,5472,6124,5816,5794,5964,5913,5760,5551,4489,-7.4494157,-16.302345,1
331,-2.762184751,36.75551308,4154,4352,5202,5100,4595.5,4982.5,5108,4424,3875,3008,0.342347,-14.978529,1
332,-2.724635172,36.76530472,4656,4760,5004,5085,5078,5065,5026,4864,4729,3978,-9.303979,-14.450682,1
333,-2.695439926,36.77168276,2802,3170,6348,6337,3509,5617,6287,3020,3523,2433,-5.5594664,-14.039181,1
334,-2.698494198,36.77374888,4228,4484,5352,5228,4714,5069,5151,4616,4482,3569,-6.694972,-13.940079,1
335,-2.735594619,36.77455736,4584,4978,5710,5649.5,5660.5,5599,5654,5404,5482,4430,-11.621766,-16.952875,1
336,-2.774581502,36.77725231,2794,3066,4752,4713,3460,4331,4662,3098,3536,2799,-4.6852746,-14.261676,1
337,-2.737301418,36.77788113,4140,4328,4980,4898,4819,4828,4853,4596,4383,3493,-8.295554,-15.954548,1
338,-3.421458338,36.69649377,6110,6156,6168,5999.5,6387.5,6174,6193,6212,5144,4255.5,-9.190096,-16.910496,1
339,-3.364774644,36.72380255,2576,2964,4532,4775,3560,4596,4736,2880,3854,3027,-8.313942,-12.310251,1
340,-3.367918747,36.72775514,2472,2644,4776,4958,3003,4503,4947,2666,3232,2412,-3.8564641,-14.174017,1
341,-3.362708519,36.72847379,4328,4636,5092,5538,5287,5430,5630,4780,4667,3994,-7.047194,-13.677725,1
342,-3.368278074,36.73314503,4404,4758,4958,4836.5,4977.5,4910,4946,4966,4426,3647,-10.1458235,-15.279344,1
343,-3.373757797,36.73413318,2846,3493,4492,4475,4408,4387.5,4480,4125,4833.5,4540,-17.596334,-26.661528,1
344,-3.37806971,36.734762,3483,3909,5986,5965.5,4415,5690,6047,4088,4829.5,4498.5,-6.6948805,-12.707686,1
345,-3.354444018,36.73557048,3052,3396,5620,5669,3849,5211,5396,3524,4152,3348,-7.576504,-12.950558,1
346,-3.358576269,36.73871458,4740,5016,5294,5004,5209.5,5056.5,5030,5226,4584.5,3752,-9.054012,-15.221436,1
347,-3.373667965,36.73952307,4352,4682,5030,4919.5,4998.5,4857.5,4947.5,4960,4628.5,3857,-7.957602,-13.590097,1
348,-3.344921876,36.74006206,5740,5828,6018,6036,6341,6353,6200.5,5808,5277,4571,-6.4119644,-12.726836,1
349,-3.367379758,36.74042138,6116,6148,6804,6734,6524,6584,6610,6228,5649,4704,-8.457111,-13.571488,1
350,-3.36333734,36.74114004,5292,5590,6002,5829,5932.5,5937,5920,5736,5185,4309.5,-7.9608216,-13.961688,1
351,-3.371512009,36.74230785,3512,3999,4900,4779.5,4625,4620.5,4662.5,4426,4288,3463,-7.434624,-14.957484,1
352,-3.384986738,36.74527229,5886,5950,6672,6577,6314.5,6701.5,6815.5,5896,5288,4526.5,-8.429962,-13.95264,1
353,-3.3769019,36.75030285,5326,5524,5664,5471.5,5837.5,5739.5,5702,5686,5070,4262.5,-8.649439,-14.27342,1
354,-3.389118988,36.75138083,4828,4966,5512,5391,5335,5501,5488,5070,4801,3977,-8.5834,-12.516255,1
355,-3.371332346,36.75218931,6640,6638,7084,6946,7240,7255.5,7174,6715.5,5861.5,5302,-7.4643984,-13.431231,1
356,-3.363517003,36.75407578,4836,5112,5218,5204.5,5515,5359.5,5338.5,5230,4949.5,4074.5,-8.275874,-16.31544,1
357,-3.387322358,36.75578258,3118,3188,3890,3590.5,3669.5,3817,3814.5,3546,3878.5,3430,-9.16014,-13.655265,1
358,-3.361540709,36.75721988,3780,4066,4792,4813,4430,4747,4764,4112,4054,3268,-6.874896,-13.250794,1
359,-3.380315498,36.75946567,3874,4132,5296,5134,4627,5056,5111,4112,4259,3343,-6.891236,-13.52387,1
360,-3.35570166,36.76207078,3289,3671,4122,4099,4118,4065,4093.5,3945,4312,3600,-9.333788,-13.295569,1
361,-3.351120252,36.7629691,3655,3963,4340,4483,4584.5,4531.5,4487.5,4214,4216.5,3501.5,-9.647624,-14.158651,1
362,-2.186454486,36.76054365,1806,2050,3295,3373.5,2561,3017.5,3190.5,2259,3753,3014.5,-8.93107,-14.994425,2
363,-2.439330238,36.84633276,2040,2418,3928,4144,3907,4092,4240,2844,4236,3812,-4.131148,-11.574865,2
364,-2.438701418,36.86474822,3054,3316,4104,3981,4211,4236,4161,3386,4484,4452,-0.6018548,-9.435499,2
365,-3.329740348,36.9783851,2156,2494,3292,3192.5,2811.5,2945,3057.5,2822,3631,2970,-10.46203,-18.397583,2
366,-2.797758037,36.99410562,2365,2940,4093,4482,4037,4298.5,4327,3363,4836.5,4260.5,-8.440934,-17.864063,2
367,-3.779706474,36.97119858,2096,2627,4656,4664.5,3475.5,4153.5,4455.5,3011,4242,3471.5,-10.441337,-18.593113,2
368,-3.8082729,36.97739696,3370,3955,5202,5111,4681.5,4905,5032,4430,5480.5,4989.5,-9.579948,-17.603384,2
369,-2.804225907,36.8689703,2290,2747,4128,4088,3468,3780.5,3910.5,3259,4610.5,3996,-6.8052597,-13.72649,2
370,-3.426129578,36.99707006,2022,2346,2733,2695,2659.5,2713.5,2742.5,2553,2714,2406.5,-8.678627,-15.710962,2
371,-2.494307134,36.97227656,2196,2535,3257,3291.5,3166,3233.5,3297,2906,3463,3199,-11.889018,-21.57445,2
372,-2.488917242,36.99455478,2094,2443,3266,3273,3048.5,3118,3223.5,2762,3693.5,3254,-10.137836,-20.75158,2
373,-3.153940047,36.96751549,2136,2552,3663,3793,3273,3463.5,3655,2936,4195.5,3565,-9.219458,-17.433895,2
374,-3.122229517,36.98359533,2236,2901,4059,4078.5,3649.5,3853.5,3978,3480,4641.5,4035.5,-7.3912663,-13.317968,2
375,-3.607319771,36.96832397,2207,2699,4630,4493.5,3721,4137.5,4321.5,3337,4807,4091.5,-7.2234926,-13.540865,2
376,-3.564020974,36.98054106,3775,4120,4494,4370.5,4446.5,4330.5,4332,4326,4585,4426.5,-8.374629,-15.681129,2
377,-2.161391489,36.96877313,1819,2115,3167,3167,2561,2813.5,2950,2416,3814.5,3133.5,-8.132815,-12.632517,2
378,-2.654386917,36.96652734,1845,2124,3485,3539,2673,3184,3368,2310,3747.5,3088.5,-7.7121983,-12.361937,2
379,-2.652680118,36.97533083,1819,2078,3272,3469,2751,3097,3264.5,2290,3857.5,3197.5,-6.782037,-13.017774,2
380,-2.853633247,36.70008703,2665,3162,3992,3940.5,3720.5,3830,3917,3593,4221.5,3854.5,-12.53746,-21.103846,2
381,-2.852285774,36.70269214,2658,3256,4466,4592,4478,4581.5,4634,3970,4774.5,4444,-11.178199,-19.263609,2
382,-2.832702501,36.70619557,4762,5120,5710,5329.5,5531,5489,5335,5308,5136,4585.5,-2.241238,-7.139763,2
383,-2.830546544,36.70907018,1952,2091,3072,3136,2735.5,2883,3050.5,2409,2865,2352.5,-10.381589,-16.42924,2
384,-2.83674492,36.74599094,2570,2943,3648,3626,3486.5,3543.5,3672.5,3361,3843.5,3539,1.1174519,-17.74226,2
385,-2.836565257,36.74886555,1521.5,1938,3194,2694.5,2312,2539,2751.5,1989,2153,1857,-10.808137,-17.194057,2
386,-2.821114234,36.76539455,2643,3065,4052,4381,4234.5,4370,4456.5,3628,4529.5,4009.5,0.1258538,-11.332802,2
387,-2.822461707,36.76970646,2802,3438,4188,4245,4108,4034,4188,3832,4354,3990,-4.1439033,-11.584516,2
388,-2.820485413,36.77626416,1792.5,2035,3522,3595.5,2841.5,3224.5,3451,2263,3584,3073.5,-5.2382064,-12.636163,2
389,-3.730748291,36.72092794,2511,3041,4248,4115,3586,3906,3974,3562,3954.5,3591,-4.80992,-9.3511305,2
390,-3.730209302,36.72461104,2447,2798,4081,4053,3750,3765,4043,3055,4082,3847,-5.1567893,-10.742164,2
391,-3.726975367,36.72595851,2720,3319,4812,4345,4079,4254.5,4384,4075,4665.5,4415.5,-5.4107227,-14.941406,2
392,-3.68897663,36.73197722,1758.5,1984.5,3825,3513.5,3586.5,3946.5,3859.5,3542,4445,3567.5,-2.2242332,-14.174968,2
393,-3.731466943,36.73350436,4250,4550,5470,4984,5006.5,5033.5,5157,5136,4969.5,4339,-7.085057,-11.811759,2
394,-3.701822539,36.73413318,2994,3481,5584,5231,4480.5,4734,5001.5,4186,5088,4450,-4.4226418,-11.125222,2
395,-3.706314115,36.73431284,2403,2856,4160,3954.5,3573.5,3762.5,3725,3552,3942,3671,-5.809054,-11.865497,2
396,-3.713590469,36.73485183,2163,2607,4500,4434,3918.5,4271.5,4585,3728,4436,4186.5,-8.808236,-12.926978,2
397,-3.736138182,36.73673829,3126,3599,5058,4417.5,4114.5,4503,4400,4528,4642.5,4238,-6.5815396,-11.91134,2
398,-3.705595463,36.7379061,2320,2741,4540,4395.5,3439.5,3923.5,4224.5,3263,4184,3588,-7.7081113,-14.111142,2
399,-3.714488784,36.73898408,2811,3148,4268,3975.5,3057.5,3691,3870,3343,3686,3377.5,-7.971073,-13.714106,2
400,-3.667686558,36.75524359,1595,1943,3808,3810.5,2726,3428.5,3618.5,2163,3181,2549.5,-8.640941,-15.528596,2
401,-3.686730842,36.78021675,1633.5,1934,2979,3032.5,2467,2694.5,2873,2222,3365.5,2776.5,-7.382838,-12.9601145,2
402,-2.727060624,36.86079563,2006,2438,4122,4539.5,3866,4258.5,4372,3024,4768,4068,-7.7505264,-14.091156,2
403,-2.658429336,36.86906013,3862,4600,5514,4648.5,4422,4477,4695.5,5052,4569,3906,-5.746556,-11.718012,2
404,-2.55817735,36.8327682,2192,2664,4100,4148,3683,3935,4012,3262,4776,4097,-7.8432097,-14.443155,2
405,-2.56814865,36.85163282,2146,2507,3878,3874,3158.5,3548,3676,2858,4119,3432.5,-7.482148,-12.991414,2
406,-2.557907856,36.86959912,2024,2430,3721,3802.5,3296.5,3555,3657,2918,4288.5,3572,-8.357393,-15.270195,2
407,-3.582256774,36.74383498,2241,2623,4424,4252,4106.5,4372.5,4401.5,3589,5634.5,5105.5,-5.1730213,-11.553137,2
408,-3.601840047,36.74626043,2032,2493,4208,3978,3254.5,3808.5,4000,2774,3848,3251,-2.8075662,-12.50514,2
409,-3.634718387,36.7644064,1546.5,1800,3025,3084,2346,2708,2875,2056,3185,2503.5,-8.850175,-17.259365,2
410,-2.68627711,36.74922487,2419,2941,4031,4007.5,3766,3870,3974,3365,4337,3904.5,-10.888331,-19.490988,2
411,-2.690319529,36.7510215,2175,2547,3755,3758.5,3464.5,3600,3634,3052,4155.5,3794,-3.6655052,-11.34898,2
412,-2.683402501,36.75209948,2929,3520,4542,4418,4231.5,4429.5,4474.5,4162,4164,3824.5,-8.999615,-18.363832,2
413,-2.700739986,36.75416561,1903,2286,3942,3917.5,3185,3519,3655,2776,4294.5,3672,-5.8372,-15.444177,2
414,-2.222207434,36.97398336,2003,2325,3620,3684,2969.5,3422,3540,2564,3979,3310,-6.014127,-12.348537,2
415,-2.2554451,36.9766783,2047,2436,3824,3579,2650,3225.5,3355,2669,3614.5,2960.5,-3.5590038,-8.52652,2
416,-2.24843824,36.98584112,2721,3408,4842,4803,4351.5,4610.5,4680.5,4010,5166.5,4487.5,-8.8011265,-14.539789,2
417,-3.960088183,36.97982241,1659,2029,3694,3747.5,2753,3300.5,3565.5,2379,3774.5,3166.5,-14.618988,-22.72356,2
418,-3.976437521,36.9800919,2389,2854,4498,4557.5,3558,4098,4370.5,3401,4468.5,3788.5,-9.698367,-17.307167,2
419,-3.992517365,36.98449365,2384,3041,4416,4497,4047,4322,4413,3675,4964,4405.5,-8.3779335,-15.239129,2
420,-3.923616582,36.98781741,3351,4314,5898,5748.5,5277,5586,5745,5030,6255,5541,-10.232762,-17.152956,2
421,-3.937989627,36.98844623,1982.5,2561,4534,4465,3611.5,4093.5,4360,3359,4666.5,4090.5,-9.308867,-18.414062,2
422,-3.949577894,36.99500394,2598,3291,4832,4811,3948,4516.5,4757,3595,4613.5,3973.5,-9.146479,-17.1826,2
423,-3.985061348,36.99617175,2004,2516,4304,4175.5,3273,3779.5,4000,3129,4459,3833.5,-7.9210362,-15.458358,2
424,-3.936372659,36.99823787,2264,2845,4502,4871.5,4482,4455.5,4700,3698,5895.5,5428.5,-8.849087,-15.113139,2
425,-3.921011468,36.97515117,1773,2305,4118,4198,3462,3781.5,3965,3165,4989.5,4405,-8.312121,-13.326122,2
426,-3.877802503,36.97649864,2551,3226,4966,4807.5,4067,4425.5,4651,3862,5385.5,4602.5,-10.213178,-17.42594,2
427,-3.851571696,36.97964274,2527,3130,4672,4715.5,4217,4380.5,4541.5,3651,5238.5,4037.5,-12.173063,-21.636175,2
428,-3.909243538,36.9900632,4188,5166,6222,6155,6114,6086.5,6228,5714,6453,5611,-10.244034,-17.857481,2
429,-3.91993349,36.99931585,2567,3009,4578,4486,4033.5,4110.5,4316,3554,5186.5,4821.5,-9.792022,-16.627033,2
430,-3.927120012,36.82971392,1859.5,2200,3526,3714,2949,3334,3483,2466,4194.5,3455,-4.0583653,-9.720957,2
431,-3.974101901,36.83321735,2397,2792,3751,3777.5,3628,3616.5,3735.5,3522,4398.5,4083.5,-2.1198132,-9.688125,2
432,-3.932150577,36.8359123,2346,2797,4141,4386,3646.5,3952.5,4038.5,3194,4898.5,3990.5,-6.3455753,-11.445521,2
433,-3.967274705,36.84166152,1918,2317,3732,3884,3135,3479,3643.5,2596,4240.5,3451.5,-4.7848372,-9.912824,2
434,-3.949847389,36.84318865,2329,2688,3495,3410.5,3135.5,3190.5,3306.5,3104,4003,3607,-4.2868547,-9.981439,2
435,-3.186818386,36.83160039,1871,2266,3420,3561,2970,3251,3425,2628,4105,3409,-8.913211,-16.684977,2
436,-3.17702675,36.83609196,2118,2582,3990,4053,3539,3767,3888,3118,4884,4040,-8.255823,-14.543055,2
437,-3.100490287,36.84956669,2500,2970,3818,3787,3531,3640,3700,3352,3610,3225,-8.8378105,-18.120337,2
438,-3.522249313,36.74266717,2190,2432,4204,4078.5,3753,4216.5,4210,3712,4411.5,3875,-6.145263,-12.0484705,2
