article_text,category
"b'Oscars race enters final furlong\n\nThe race for the Oscars entered its final stages as the deadline for voters to choose their winners passed.\n\nThe 5,808 Academy voters had until Tuesday afternoon to return their ballots - any late submissions will not be included in the count. The next five days will be spent counting the voting forms and preparing the winners\' envelopes. Best actor nominee Leonardo DiCaprio is to present a statuette for the first time at the LA ceremony on Sunday.\n\nThe 30-year-old actor, who is nominated for playing Howard Hughes in The Aviator, will join other hopefuls such as co-star Cate Blanchett, Natalie Portman and Kate Winslet as Oscar presenters. The only people who will know the Oscar winners before they are revealed at the ceremony will be the auditors who are in charge of looking after the ballot count.\n\nAfter collating the results, they are responsible for sealing the results in the famous golden envelopes which will be revealed by a host of celebrity presenters at the ceremony. Former Academy Award winners Gwyneth Paltrow, Dustin Hoffman and Halle Berry will also present prizes. The event at the Kodak Theatre will be attended by 3,300 people, including some of the best-known names in film, and organisers say they expect it will be watched on television by one billion people around the world. One current concern is the torrential rain which has lashed Los Angeles for the past week, flooding suburbs and causing mudslides. It is hoped the forecast for Sunday, for cool weather but no rain, will prove accurate. ""The last time it rained on Oscars night was in the mid-to-late 1980s,"" said Oscars communications director John Pavlik. ""We have had rain up until the day before the show many times, but for some reason the Oscar gods always shine on Sunday and we hope they will do so again this year,"" he added.\n'",/Arts & Entertainment/Entertainment Industry/Film & TV Industry
"b""Aviator 'creator' in Oscars snub\n\nThe man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.\n\nCharles Evans Jr battled over his role with the people who eventually made the film, and won a producer's credit. But he is not on the list of producers who can win a best film Oscar due to a limit on the number of nominees. The Oscars organisers have picked two of The Aviator's four producers to be nominated for best film.\n\nUp to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits - so the Academy of Motion Pictures Arts and Sciences (Ampas) has done it for them. The Aviator's nominated producers are Michael Mann and Graham King - with Mr Evans and Sandy Climan, Mr Mann's former deputy, left off. Mr Evans sued Mr Mann in 2001, claiming he came up with the idea, spent years developing it and persuaded DiCaprio to play Hughes - but said he was later excluded from the project. The two sides settled out of court in a deal that has remained secret apart from the fact Mr Evans' name has appeared as a producer when the film's credits roll. At the Golden Globes, Mr Evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with DiCaprio, director Martin Scorsese, Mr Mann and Mr King.\n\nAmpas decided to limit the number of producers who could be nominated after Shakespeare in Love's victory in 1999 saw five producers collect awards. The eligible names for The Aviator and Million Dollar Baby were decided by Ampas' producers branch executive committee on Wednesday. The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby. He is now named in the best film category as well as being nominated for best director and best lead actor. The Academy Awards ceremony will be held in Hollywood on 27 February. Chinese actress Ziyi Zhang, star of Crouching Tiger, Hidden Dragon, Hero and House of Flying Daggers, is the latest name to be added to the list of presenters on the night.\n""",/Arts & Entertainment/Movies
"b""Cage film's third week at US top\n\nNicolas Cage movie National Treasure has topped the US and Canada box office for the third week in a row.\n\nNational Treasure made $17.1m (\xc2\xa38.8m) in ticket sales from Friday to Sunday, according to studio estimates, taking its total to $110.2m (\xc2\xa356.7m). Comedy Christmas with the Kranks, starring Tim Allen and Jamie Lee Curtis, was in second place. The Polar Express entered in third place while Jude Law film Closer made its debut at number six.\n\nOliver Stone's big-budget epic Alexander, starring Colin Farrell, followed last week's disappointing sixth-place opening with a slump to seventh place and takings of $4.7m (\xc2\xa32.4m). Critics have savaged the three-hour epic, which reportedly cost $150m (\xc2\xa377m) to make. National Treasure, which sees Cage's character Ben Gates chase a hidden fortune, has been made by Disney Studios. It is Cage's fourth collaboration with Jerry Bruckheimer, who is usually noted for his male-orientated action films.\n""",/Arts & Entertainment/Movies
"b""Oscar nominees gear up for lunch\n\nLeonardo DiCaprio, Jamie Foxx and Hilary Swank are among those due to attend this year's Oscar nominees luncheon on Monday.\n\nThey will join more than 100 nominees from the 24 Oscar categories at the annual event, which will take place at the Beverly Hilton hotel, Los Angeles. British hopefuls, including Kate Winslet, Imelda Staunton and Sophie Okonedo are also expected to attend. This year's Oscar ceremony will be held on Sunday 27 February.\n\nMartin Scorsese's The Aviator is leading the field at this year's Oscars with 11 nominations, while other multiple nominees include Million Dollar Baby and Sideways. Oscar nominees Swank and Foxx were among the winners at the Screen Actors Guild awards at the weekend, one of the many ceremonies held in the run-up to the Oscars. Swank won Best Actress for Million Dollar Baby while Foxx triumphed for his performance as Ray Charles in the biopic Ray. Sideways was also among the winners, taking the prize for best cast performance. The next major film award ceremony of the season is the Bafta awards, which take place at London's Odeon Leicester Square on 12 February. Many of those nominated for Oscars including DiCaprio, Foxx and Staunton - an Oscar nominee for her performance in Vera Drake - have also been nominated for Baftas.\n""",/Hobbies & Leisure/Merit Prizes & Contests
"b'Global release for Japan hit film\n\nOscar-winning animator Hayao Miyazaki\'s latest film, Howl\'s Moving Castle, is to be released in 50 countries around the world, its distributor has said.\n\nHowl\'s Moving Castle set a Japanese box office record last week, taking 1.5bn yen (\xc2\xa37.7m) in its first two days. Miyazaki won an Oscar earlier this year for Spirited Away, Japan\'s first Academy Award for nearly 50 years. Howl\'s Moving Castle is based on a children\'s fantasy novel by UK author Diana Wynne Jones. It tells the story of an 18-year-old woman who ages dramatically after falling under a witch\'s spell. She heads to a moving castle kept by Howl, a wizard, and searches for a way to become normal again. A spokesman for distributor Toho said the film ""has received strong interest from domestic audiences and foreign media and viewers alike"". ""We have a good feeling about this film. We saw very good viewer response,"" he added. The film\'s worldwide release will start in South Korea on 24 December, and France on 12 January.\n'",/Arts & Entertainment/Movies
"b""Oscar nominee Dan O'Herlihy dies\n\nIrish actor Dan O'Herlihy, who was nominated for best actor at the 1955 Oscars, has died at the age of 85.\n\nO'Herlihy, whose Oscar nomination was for Luis Bunuel's The Adventures of Robinson Crusoe, died at his home in Malibu, California, a spokesman said. The actor began his film career in the 1940s, playing Macduff to Orson Welles' Macbeth in 1948, and was also a regular in on the Dublin stage. He later appeared in Robocop and its sequel and cult TV show Twin Peaks. He played the CEO of Omni Consumer Products in 1987's Robocop and Robocop 2 three years later, and was saw mill owner Andrew Packard in Twin Peaks, also in 1990. Despite his Oscar nomination, he had few other lead roles and became a familiar supporting actor on TV and in film. The year he was nominated, the Academy Award was won by Marlon Brando for On the Waterfront.\n""",/Arts & Entertainment/Movies
"b'Berlin cheers for anti-Nazi film\n\nA German movie about an anti-Nazi resistance heroine has drawn loud applause at Berlin Film Festival.\n\nSophie Scholl - The Final Days portrays the final days of the member of the White Rose movement. Scholl, 21, was arrested and beheaded with her brother, Hans, in 1943 for distributing leaflets condemning the ""abhorrent tyranny"" of Adolf Hitler. Director Marc Rothemund said: ""I have a feeling of responsibility to keep the legacy of the Scholls going."" ""We must somehow keep their ideas alive,"" he added.\n\nThe film drew on transcripts of Gestapo interrogations and Scholl\'s trial preserved in the archive of communist East Germany\'s secret police. Their discovery was the inspiration behind the film for Rothemund, who worked closely with surviving relatives, including one of Scholl\'s sisters, to ensure historical accuracy on the film. Scholl and other members of the White Rose resistance group first started distributing anti-Nazi leaflets in the summer of 1942. They were arrested as they dropped leaflets at Munich University calling for a ""day of reckoning"" with Adolf Hitler\'s regime. The film focuses on the six days from Scholl\'s arrest to the intense trial which saw Scholl initially deny the charges and ended with a defiant appearance. It is one of three German films vying for a top prize at the Festival.\n\nA South African film version of Bizet\'s tragic opera Carmen shot in Cape Town in the Xhosa language has also premiered at the Berlin Festival. The film is entitled U-Carmen eKhayelitsha or Carmen in Khayelitsha after the township in which the story is set. It is performed by a 40-strong music and theatre troupe in their debut film performance. The film is the first South African feature in 25 years and only the second to be nominated for a Golden Bear Award.\n'",/Arts & Entertainment/Movies
"b""Wine comedy wins critics' award\n\nQuirky comedy Sideways was named the best film of the year by the Los Angeles Film Critics Association.\n\nThe US movie also picked up four other accolades including best director for Alexander Payne and supporting actor for Thomas Haden Church. British actress Imelda Staunton has again been recognised for her role in Vera Drake, winning best actress, while Liam Neeson won best actor for Kinsey. The awards will be handed out on 13 January at a ceremony in Las Vegas.\n\nSideways tells the story of two men who take a road trip through California's wine regions and also stars Paul Giamatti. Virginia Madsen was also named best supporting actress for her performance in the film. House of Flying Daggers, directed by Yimou Zhang, was named best foreign language film, while the animation award went to The Incredibles. Unusually, the runners-up in categories were also named with Clint Eastwood's Million Dollar Baby just missing out on the best film award. The best director runner-up was Martin Scorsese for The Aviator. A career achievement award will be handed to veteran actor and comic Jerry Lewis at the ceremony next year.\n""",/Arts & Entertainment/Movies
"b""Actor Foxx sees Globe nominations\n\nUS actor Jamie Foxx has been given two nominations for Golden Globe awards, with Meryl Streep, Morgan Freeman and Cate Blanchett also up for prizes.\n\nThe stars were shortlisted on Monday for supporting roles, with the main nominations still to come. Foxx has starred in Collateral and Ray. Clive Owen, David Carradine and Natalie Portman are also up for awards. The Golden Globes, Hollywood's second most prominent awards, are the first major nominations to be announced. Last year, The Lord Of the Rings: The Return Of the King was named best drama movie while Lost In Translation won best musical or comedy. Sean Penn, Charlize Theron, Tim Robbins and Renee Zellweger all won acting awards - mirroring the eventual Oscars outcome. The Golden Globes ceremony will take place on 16 January, with the Oscars following on 27 February.\n""",/Arts & Entertainment/Movies
"b'Godzilla gets Hollywood fame star\n\nMovie monster Godzilla has received a star on Hollywood\'s Walk of Fame, honouring both his 50th birthday and the launch of his 28th film.\n\nAn actor dressed as the giant creature breathed smoke over photographers on Monday as Godzilla received the 2,271st star on Hollywood Boulevard. ""Godzilla should thank you for this historical and monumental star,"" said Final Wars producer Shogo Tomiyama. ""But unfortunately, he cannot speak English,"" he added. Hollywood\'s honorary mayor, Johnny Grant, said: ""I do hereby proclaim this Godzilla Day in Hollywood.\n\n""He\'s loose, he\'s wild, and I\'m getting the hell out of here,"" he added. The premiere of Godzilla: Final Wars at Grauman\'s Chinese Theatre followed the ceremony on Hollywood Boulevard. The monster was joined by co-stars including Japanese pop star and actor Masahiro Matsuoka. Director Ryuhei Kitamura said it may not be Godzilla\'s final outing, as it has been billed. ""That\'s what the producers say. But the producer\'s a liar,"" he said. ""[Godzilla\'s] been working for the last 50 years. So, I think Godzilla just deserves a vacation."" And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future."" Godzilla first appeared in 1954 as a prehistoric lizard woken by atomic bomb tests.\n'",/Arts & Entertainment/Movies
"b'Aviator wins top Globes accolades\n\nThe Aviator has been named best film at the Golden Globe Awards, with its star Leonardo DiCaprio named best actor.\n\nHollywood veteran Clint Eastwood took the best director prize for Million Dollar Baby while its star Hilary Swank was best actress. Quirky comedy Sideways was named best screenplay and best comedy. Ray star Jamie Foxx was best actor in a musical/comedy while Briton Clive Owen and Natalie Portman won prizes for best supporting roles in Closer.\n\nThe Aviator, in which DiCaprio plays millionaire Howard Hughes, edged ahead of its rivals at the Beverly Hills ceremony by winning the best original score prize. This give it a total of three awards while Million Dollar Baby, Sideways and Closer took two Golden Globes each. Accepting his best dramatic actor prize, DiCaprio described director Martin Scorsese as ""one of the greatest contributors to the world of cinema of all time"".\n\nAnnette Bening won best actress in a musical/comedy for Being Julia while Spanish movie The Sea Inside was named best foreign language film. Swank, who previously won the Golden Globe and Oscar for Boys Don\'t Cry, paid tribute to Million Dollar Baby director and co-star Clint Eastwood. ""You guided us so brilliantly, while you also, in my humble opinion, gave the performance of your career,"" she said. Foxx was nominated for three awards but was beaten to the best supporting actor title by Owen and the best actor in a TV movie prize by Geoffrey Rush in The Life and Death of Peter Sellers.\n\nA BBC co-production, The Life and Death of Peter Sellers was also named best TV movie. Mick Jagger and Dave Stewart won the best original song award for Old Habits Die Hard from movie re-make Alfie, while Ian McShane was named best actor in a TV drama for his lead role in Deadwood.\n\nOther UK hopes Kate Winslet and Imelda Staunton went home empty-handed despite lead actress nominations for Eternal Sunshine of the Spotless Mind and Vera Drake respectively. Winning a Golden Globe is said to improve a film or performer\'s chance of subsequently winning an Academy Award. Unlike the Oscars, the Golden Globes split awards by genre - one prize for dramas and the other for musicals and comedies. The Globes also honour the best in television, with suburban series Desperate Housewives named best TV comedy show. Actress Teri Hatcher beat fellow Desperate Housewives stars Marcia Cross and Felicity Huffman to the best comedy actress prize.\n\nHatcher thanked the show\'s cast, crew and ""a network who gave me a second chance at a career when I couldn\'t have been a bigger \'has been\'"". Cosmetic surgery series Nip/Tuck beat The Sopranos and Deadwood to the best television drama title. Arrested Development star Jason Bateman was named best TV actor in a musical or comedy series. The Golden Globes are awarded by the Hollywood Foreign Press Association, comprising film reporters based in Los Angeles and working for overseas outlets. Robin Williams, a five-time Globe winner for such films as The Fisher King and Good Morning, Vietnam, received the Cecil B DeMille award for career achievement. He dedicated his prize to Superman actor Christopher Reeve, who died last year.\n'",/Arts & Entertainment/Movies
"b'Surprise win for anti-Bush film\n\nMichael Moore\'s anti-Bush documentary Fahrenheit 9/11 has won best film at the US People\'s Choice Awards, voted for by the US public.\n\nMel Gibson\'s The Passion of the Christ won best drama, despite both films being snubbed so far at US film awards in the run-up to February\'s Oscars. Julia Roberts won her 10th consecutive crown as favourite female movie star. Johnny Depp was favourite male movie star and Renee Zellweger was favourite leading lady at Sunday\'s awards in LA.\n\nFilm sequel Shrek 2 took three prizes - voted top animated movie, top film comedy and top sequel. In television categories, Desperate Housewives was named top new drama and Joey, starring former Friends actor Matt LeBlanc, was best new comedy. Long-running shows Will and Grace and CSI: Crime Scene Investigation were named best TV comedy and TV drama respectively.\n\nNominees for the People\'s Choice Awards were picked by a 6,000-strong Entertainment Weekly magazine panel, and winners were subsequently chosen by 21 million online voters. Fahrenheit 9/11 director Michael Moore dedicated his trophy to soldiers in Iraq. His film was highly critical of President George W Bush and the US-led invasion of Iraq, and Moore was an outspoken Bush critic in the 2004 presidential campaign inwhich Democratic challenger John Kerry lost.\n\n""This country is still all of ours, not right or left or Democrat or Republican,"" Moore told the audience at the ceremony in Pasadena, California. Moore said it was ""an historic occasion"" that the 31-year-old awards ceremony would name a documentary its best film. Unlike many other film-makers, Passion of the Christ director Mel Gibson has vowed not to campaign for an Oscar for his movie. ""To me, really, this is the ultimate goal because one doesn\'t make work for the elite,"" Gibson said backstage at the event. ""To me, the people have spoken.""\n'",/Arts & Entertainment/Movies
"b""Da Vinci film to star Tom Hanks\n\nActor Tom Hanks and director Ron Howard are reuniting for The Da Vinci Code, an adaptation of the international best-selling novel by Dan Brown.\n\nDistributor Sony Pictures said production will begin next year, with a planned release in May 2006. Hanks will play Robert Langdon, who is trying to solve the murder of a member of an ancient society that has protected dark secrets for centuries. It will be Hanks' third collaboration with Howard. They previously worked together, along with Howard's producing partner Brian Grazer, on Splash and Apollo 13.\n\nHanks is one of Hollywood's most bankable stars, with his presence in a movie almost guaranteeing box office success. Brown's book has become a publishing phenomenon, consistently topping book charts in the UK and US. It has sold more than eight million copies worldwide in little over two years. It is a classic whodunit, which centres on a global conspiracy surrounding the Holy Grail mythology and places heavy emphasis on symbols and cryptography. Its protagonist is a Harvard professor likened to a contemporary Indiana Jones, who also appeared in Brown's first book Angels and Demons. The tale mixes art history with mythology, semiotics with medieval history.\n""",/Arts & Entertainment/Movies
"b'Controversial film tops festival\n\nA controversial film starring Hollywood actor Kevin Bacon as a convicted paedophile won top honours at the London Film Festival on Thursday.\n\nThe Woodsman won the Satyajit Ray Award, named after the Indian director. The low-budget film, directed by Nicole Kassell, is about a convicted child molester trying to rebuild his life after 12 years in jail. Judges said the film tackled the contentious subject with ""great insight and sensitivity"". Previous films to take the prize include the Oscar-winning Boys Don\'t Cry, which was about the true life story of murdered transsexual Brandon Teena.\n\nBritish writer-director Amma Asante won the UK Film Talent Award this year for her debut feature A Way Of Life. Set in South Wales, the film is about a teenage single mother who becomes embroiled in a tense stand-off with a Turkish neighbour. Also on Thursday night, the Fipresci International Critics Awards went to Aaltra, a Belgian film about the handicapped; and the Sutherland Trophy, which was won by Jonathan Caouette for his film Tarnation. The festival closed with a screening of the film I Heart Huckabees, starring Jude Law and Dustin Hoffman and directed by Three Kings film-maker David O Russell. The festival this year also included the first European screening of the new Pixar animation The Incredibles, and the British film Bullet Boy, starring So Solid Crew rapper Asher D.\n'",/Arts & Entertainment/Movies
"b'Fockers retain film chart crown\n\nComedy Meet The Fockers has held on to the number one spot at the North American box office for a second week.\n\nIt took $42.8m (\xc2\xa323.7m) at the weekend, making its overall takings more than $163m (\xc2\xa390m) in 12 days, according to studio estimates. It took $19.1m (\xc2\xa39.9m) on Christmas Day alone, the highest takings on that day in box office history. The sequel to the Ben Stiller comedy Meet The Parents stars Robert De Niro, Dustin Hoffman and Barbra Streisand. The success of Meet the Fockers could help produce record box office revenue for 2004, said Paul Dergarabedian, president of the industry\'s tracker Exhibitor Relations. ""We\'ve had a much stronger than anticipated final week of the year that helped the industry end on a high note,"" said Mr Dergarabedian.\n\nMeet the Fockers also broke the box office records for the most money taken on New Year\'s Eve, when it made $12.2m (\xc2\xa36.2m), and New Year\'s Day, when it took $18m (\xc2\xa39.4m). The previous New Year\'s Eve record was set in 2000 by Cast Away with $8.5m (\xc2\xa34.5m). The Lord of the Rings: The Return of the King had held the New Year\'s Day title with $12.8m (\xc2\xa36.7m). However, Christmas takings were down 26.5% on 2003\'s figures - which was blamed on Christmas falling over a weekend this year. This weekend\'s top 12 films took an estimated $125.4m (\xc2\xa365.8m), a 4.3% increase on the same weekend last year. But there were no major releases last week to provide competition to Meet the Fockers or Lemony Snicket\'s A Series of Unfortunate Events, which finished in second place with $14.7m (\xc2\xa37.7m). The Aviator, starring Leonardo DiCaprio as Howard Hughes, ended up in third position after taking $11.2m (\xc2\xa35.9m). Comedy Fat Albert - co-written by Bill Cosby - moved down the chart to fourth place after taking $10.7m (\xc2\xa35.6m).\n'",/Arts & Entertainment/Humor
"b'Sundance to honour foreign films\n\nInternational films will be given the same prominence as US films at next year\'s Sundance Film Festival, with movies dominated by the theme of war.\n\nThe independent film festival will feature two new international cinema competitions, during its 20-30 January season in Utah. Forty-two films will debut at Sundance, including The Liberace of Baghdad by British director Sean McAllister. The prestigious festival was founded by actor Robert Redford in 1981.\n\n""We have always had an international component, but from next year they will enter a jury competition,"" festival director Geoffrey Gilmore said. ""We wanted to give world cinema more emphasis and have now put it on par with the American dramatic and documentary competitions."" Twelve films competing in the new world cinema documentary category focus on countries and people under siege.\n\nThe Liberace of Baghdad features an Iraqi pianist hiding in a hotel as he waits for a visa, while Finnish film The Three Rooms of Melancholia looks at the war in Chechnya. Shake Hands With The Devil: The Journey of Romeo Dallaire tells of a UN mission to Rwanda during the 1994 genocide, while French-Israeli production Wall looks at Israel\'s controversial security wall separating it from the Palestinian territories. The 16 films competing in the new world cinema dramatic category include works from Germany, South Korea, Angola, China, Denmark and Australia.\n\nSeveral Hollywood stars feature in the festival\'s American independent drama category, including Keanu Reeves and Benjamin Bratt. Vince Vaughn stars in quirky movie Thumbsucker while 21 Grams actress Naomi Watts plays a budding Hollywood actress in Ellie Parker. The top Grand Jury prize at this year\'s festival went to low budget sci-fi thriller Primer, written and directed by Shane Carruth. Morgan Spurlock earned the directing award for Super Size Me, which became an international box office hit.\n'",/Arts & Entertainment/Movies
"b'Day-Lewis set for Berlin honour\n\nActor Daniel Day-Lewis is to be presented with an award for his career in film at the Berlin Film Festival.\n\nThe 47-year-old, whose credits include his Oscar-winning performance in My Left Foot, will be presented with the Berlinale Camera award on 15 February. The honour, awarded since 1986, honours figures in cinema that the festival feels ""particularly indebted to"". Man to Man, a historical epic starring Kristin Scott Thomas, opens the German festival on 10 February. A candid documentary about the life and career of singer George Michael, A Different Story will also be screened at the 10-day event. \'\n\nDay-Lewis has competed four times at the Berlin Film Festival, with films In The Name Of The Father (1994), The Crucible (1997), The Boxer (1998) and Martin Scorsese\'s Gangs Of New York (2003). The festival praises him for his ""sensational start"" with roles in My Beautiful Launderette and costume classic A Room With A View, and a ""great number of celebrated roles"" in subsequent productions. Japan\'s oldest film studio will also be honoured along with Day-Lewis. Shochiku film studios, which was founded 110 years ago, will become the first cinematic institution to receive the Berlinale Camera award. Famous Japanese directors including Akira Hurosawa have had films produced at the studio.\n'",/Arts & Entertainment/Movies
"b'Media seek Jackson \'juror\' notes\n\nReporters covering singer Michael Jackson\'s trial in California have asked to see questionnaires completed by potential jurors.\n\nLawyers for news organisations said it was ""really vital"" for the responses of 250 potential jurors to be made public ""to serve as a check on the process"". Santa Barbara County Superior Court is due to consider the request on Monday. Mr Jackson denies child molestation. It is estimated his trial will cost Santa Barbara county up to $4m (\xc2\xa32.13m).\n\nMeanwhile Michael Jackson\'s mother has said she is ""100% certain"" her son did not commit the child abuse charges he faces. The court is currently selecting 12 jurors and eight stand-by jurors for the trial, a process delayed until at least Thursday after a member of the star\'s legal team was hit by family illness. Defence lawyers argued against the bid by Associated Press and other news organisations to have potential jurors\' responses made public.\n\n""The release of the completed jury questionnaires does not serve any purpose other than to add to the sensationalist coverage of this case,"" a motion by Mr Jackson\'s lawyers stated. The estimated total costs of the trial, expected to last five months, range from $2.5m (\xc2\xa31.33m) to $4m (\xc2\xa32.13m) of local taxpayers\' money. Those estimates do not include costs to the city of Santa Maria, the Superior Court or for the investigation and prosecution of the case. The cost of security and other needs around the courthouse has been estimated at $40,000 (\xc2\xa321,000) per day, said Jason Stilwell, a special projects manager at the county administrator\'s office.\n\nMr Jackson, 46, denies plying a boy with alcohol and molesting him. His mother Katherine Jackson told US TV network Fox News on Sunday that her pop star son told her he was innocent. ""I believe that for one reason - I know his character,"" she said. ""He loves children. You don\'t molest anything that you love."" Describing Mr Jackson as ""a good person"", the mother-of-nine said she feared he would not be given a fair trial. ""I can\'t sleep thinking about what these wicked people might try to do to him,"" she said.\n'",/Law & Government/Legal
"b'Rapper Snoop Dogg sued for \'rape\'\n\nUS rapper Snoop Dogg has been sued for $25m (\xc2\xa313m) by a make-up artist who claimed he and his entourage drugged and raped her two years ago.\n\nThe woman said she was assaulted after a recording of the Jimmy Kimmel Live TV show on the ABC network in 2003. The rapper\'s spokesman said the allegations were ""untrue"" and the woman was ""misusing the legal system as a means of extracting financial gain"". ABC said the claims had ""no merit"". The star has not been charged by police.\n\nThe lawsuit, filed in Los Angeles on Friday, says the woman\'s champagne was spiked and she was then assaulted. The rapper\'s spokesperson said: ""Snoop will have the opportunity to prove in a court of law that [the alleged victim] is opportunistic and deceitful. ""We are confident that in this case, [the alleged victim\'s] claims against Snoop Dogg will be rejected."" The lawsuit names Snoop Dogg - real name Calvin Broadus - plus three associates, The Walt Disney Company and its parent company ABC Inc.\n\nThe woman waited two years to sue because she was trying to negotiate a settlement with the media companies, her lawyer, Perry Wander, said. Disney and ABC ""failed to provide a safe working environment for my client,"" he said. The legal action comes after the rap star sued a woman who claimed they tried to blackmail him to keep quiet about an alleged assault. The 32-year-old rapper has enjoyed six US top 10 albums since bursting onto the music scene with hit songs like What\'s My Name? and Gin and Juice in 1993.\n'",/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
"b""Legendary music studio to close\n\nThe New York music studio where John Lennon spent his final hours is to close next month.\n\nThe Hit Factory, which opened 37 years ago, has played host to some of the biggest stars in music, including Paul Simon, Madonna and David Bowie. However, the rise in digital recording has affected business at the studio, which is relocating to smaller premises in Miami. Lennon recorded his final album Double Fantasy at the studio in 1979.\n\nThe studio was founded by Jerry Ragovoy in 1968. In 1975 it was sold to fellow producer Edward Germano, who turned it into a 100,000 square foot studio with seven recording rooms and live mastering suites. His first client was Stevie Wonder, who recorded part of his classic album Songs In The Key Of Life there. Other well-known albums to be recorded or partially recorded at the studio include Bruce Springsteen's Born In The USA, the Rolling Stones' Emotional Rescue and Paul Simon's Graceland. Michael Jackson, Billy Joel, Jay-Z and Beyonce are also among artists who have used the Hit Factory in the past, as well as 50 Cent who survived an attempt on his life as he left the premises in 2000. The studio made history in 1994 when it won a record 41 Grammy nominations for songs recorded, mastered or mixed there, including the soundtrack to the Whitney Houston film The Bodyguard.\n""",/Arts & Entertainment/Music & Audio
"b'Rapper Jay-Z becomes label boss\n\nRap star Jay-Z is to become a record company executive after being put in charge of one of hip-hop\'s most influential labels, Def Jam.\n\nJay-Z, who said he would make no more music after 2003\'s The Black Album, will become the company\'s president and chief executive from January. Def Jam\'s parent company, Universal, made the appointment after buying Jay-Z\'s Roc-A-Fella label. Def Jam\'s artists include LL Cool J, DMX, Ludacris, Ja Rule and Ashanti. Jay-Z will continue to run Roc-A-Fella, which he founded with Damon Dash in 1995 and has Kanye West and Beanie Sigel on its roster. Universal said on Wednesday it had bought the 50% of Roc-A-Fella it did not already own.\n\nAntonio ""LA"" Reid, chairman of The Island Def Jam Music Group, said: ""I can think of no-one more relevant and credible in the hip-hop community to build upon Def Jam\'s fantastic legacy."" He hoped Jay-Z would ""move the company into its next groundbreaking era"", he added. Jay-Z, real name Shawn Carter, said: ""I have inherited two of the most important brands in hip-hop, Def Jam and Roc-A-Fella.\n\n""I feel this is a giant step for me and the entire artist community."" One of the most successful and respected rap stars of the last eight years, Jay-Z\'s hits have included Hard Knock Life, Dirt Off Your Shoulder and 03 Bonnie and Clyde with his girlfriend Beyonce Knowles. He said he would retire after The Black Album, but has just released an album and been on an ill-fated tour with R Kelly. Def Jam was founded in 1984 by Russell Simmons and producer Rick Rubin and signed artists including Run-DMC, The Beastie Boys and Public Enemy.\n'",/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
"b'REM concerts blighted by illness\n\nUS rock band REM have been forced to cancel concerts after bass player Mike Mills was taken to hospital suffering from ""severe flu-like symptoms"".\n\nThe band were forced to cut short Monday night\'s show in Sheffield, and have cancelled Tuesday\'s Glasgow date. Mills could ""hardly stand up, let alone play"", said an REM spokesman, who added he is now ""resting"" in hospital. The remainder of the band played a short acoustic set on Monday. Tuesday\'s gig has been rescheduled for 15 June. Those who had a ticket for the show in Glasgow are being advised to retain their ticket stub so they can attend the new date. The band\'s spokesman said that they would review their remaining dates on a ""day-to-day basis"", based on doctors\' advice to Mills. ""Obviously we all want Mike to get better, and clearly we all want to play the shows. Rest assured we will do so as soon as possible,"" he said.\n\nThe band were still hopeful they would be able to make their Wednesday date, added the spokesman. REM played accoustic versions of their hits Losing My Religion, I\'ve Been High, Leaving New York and The One I Love to the Sheffield Arena audience on Monday. The band had originally been scheduled to play four dates in the UK as part of a world tour. In 1995 former drummer Bill Berry collapsed in Switzerland while the band was on tour, having suffered a ruptured aneurysm. He made a full recovery, only to leave the band two years later.\n'",/Arts & Entertainment/Music & Audio/Rock Music
"b'Belle named \'best Scottish band\'\n\nBelle & Sebastian have been named the best Scottish band of all time after a three month-long public poll.\n\nThe group beat Travis and Idlewild into second and third place respectively. Franz Ferdinand, who recently picked up five Brit Award nominations, ended up in 15th place, while the Eurythmics wound up at a lowly 38. Other Scottish acts, such as the Mull Historical Society who also featured in the top 50, performed at a party in Glasgow where the result was announced. Scottish-based band Snow Patrol, who finished 14th in the vote and have been nominated for a pair of Brit Awards, were among the performers who covered well-known Scottish pop songs at the party on Wednesday night.\n\nIndie stalwarts Belle & Sebastian have enjoyed a chart career stretching back to 1997. They were the surprise winners of the Brit Award for best breakthrough act two years later. Scottish bands from earlier musical eras also made it into the final list, including 1970s tartan boy band the Bay City Rollers and goth favourites the Jesus and Mary Chain.\n\nScottish magazine The List recently compiled a list of the top 50 Scottish bands of all time, but left the final decision to the public. The magazine\'s music editor Mark Robertson said: ""The idea behind the project was simple - to rediscover the very best of Scottish music, from the finest musical talent spanning from the age of 70s rock through to 80s pop, right up to today\'s international stars."" ""Everyone has strong opinions about this and we wanted to open it up to the public to decide,"" he added. BBC Radio Scotland presenter Vic Galloway, who has been involved in the project, said it had been ""great fun"" to look back at Scotland\'s musical heritage and take note of up-and-coming Scottish acts.\n'",/Arts & Entertainment/Music & Audio
