article_text,category,confidence
"b""Balco case trial date pushed back\n\nThe trial date for the Bay Area Laboratory Cooperative (Balco) steroid distribution case has been postponed.\n\nUS judge Susan Illston pushed back a preliminary evidentiary hearing - which was due to take place on Wednesday - until 6 June. No official trial date has been set but it is expected to begin in September. Balco founder Victor Conte along with James Valente, coach Remy Korchemny and trainer Greg Anderson are charged with distributing steroids to athletes.\n\nAnderson's clients include Barry Bonds, and several other baseball stars have been asked to appear before a congressional inquiry into steroid use in the major leagues. The Balco defence team have already lost their appeal to have the case dismissed at a pre-trial hearing in San Francisco but will still argue the case should not go to trial. The hearing in June will focus on the admissibility of evidence gathered during police raids on Balco's offices and Anderson's home. Conte and Anderson were not arrested at that point but federal agents did obtain statements from them. The defence are expected to challenge the legality of those interviews and if Ilston agrees she could could reject all the evidence from the raids. Balco has been accused by the United States Anti-Doping Agency (USADA) of being the source of the banned steroid THG and modafinil.\n\nFormer double world champion Kelli White and Olympic relay star Alvin Harrison have both been banned on the basis of materials discovered during the Balco investigation. Britain's former European 100m champion Dwain Chambers is currently serving a two-year ban after testing positive for THG in an out-of-competition test in 2003. And American sprinter Marion Jones has filed a lawsuit for defamation against Conte following his allegations that he gave her performance-enhancing drugs.\n""",/Health/Substance Abuse/Steroids & Performance-Enhancing Drugs,0.97000002861022949
"b'Bosvelt optimistic over new deal\n\nManchester City\'s Paul Bosvelt will find out ""within a month"" whether he is to be offered a new one-year deal.\n\nThe 34-year-old Dutch midfielder is out of contract in the summer and, although his age may count against him, he feels he can play on for another season. ""I told the club I would like to stay for one more year. They promised me an answer within the next month so I am waiting to see,"" he said. ""The main concern is my age but I think I have proved I am fit enough. Bosvelt joined City from Feyenoord in 2003 and at first he struggled to adapt to life in England. But his professionalism and dedication impressed manager Kevin Keegan. ""He realised the pace of the game was faster than anything he was used to but he drove himself back into the team. He is an unsung hero,"" said Keegan.\n'",/Sports/Team Sports/Soccer,0.97000002861022949
"b""Time to get tough on friendlies?\n\nFor an international manager, a friendly provides an important opportunity to work with your players.\n\nThe only problem is that the game itself can often be a farce. Some people have been saying it would be better to get the players together for the week, and do away with the 90 minutes at the end.\n\nI would say it's 50-50 whether you should have these games or not, and if you look at it that way you would probably say you're better not doing so. It would certainly keep club managers happy, as it would reduce the risk of players returning to domestic duty injured. But international bosses will tell you that scrapping friendlies is counterproductive because the only way for a team to get better is by playing. The more you play together, the easier it is when it comes to the crunch in games like World Cup quarter-finals against Brazil. Often in friendlies, though, a manager will play his strongest side for the first 45 minutes and then send out an entirely different one in the second half. And it's very difficult for any player to come on as substitute in a side with a few changes, let alone a whole team's worth. The debate will rage on, and I'm not sure there is a satisfactory solution. One manager who has got it right this week is Walter Smith. The new Scotland manager has decided to have a training camp instead of a friendly for his first international week since replacing Berti Vogts. It is the sort of move you would expect from Walter, who is a canny manager.\n\nThe players have had such a hard time recently that he is better off getting them together in a relaxed atmosphere and trying to generate some team spirit before the next World Cup qualifiers. If he had sent them out on Wednesday and they had been badly beaten, it would have done them no good whatsoever. John Toshack has his first game in charge of Wales, and it will be important for him to get a decent result against Hungary. He will have his own ideas on individuals and how to play and will probably look more at the performance, but the public wants results. It's extremely difficult to get the balance for friendlies. If you win, people forget them, but if you lose it becomes a stat that can be used against you. England's game against Holland is a good example. It looks like a good opportunity to try out players like Middlesbrough winger Stewart Downing or Crystal Palace striker Andy Johnson. But you have got to remember Sven-Goran Eriksson's side were given a lesson by Spain in the last game they played.\n\nThe injury problems in defence should at least give the likes of Wes Brown and Jamie Carragher a chance to impress. For the club managers, it will simply be a case of waiting at home with fingers crossed.\n""",/Sports/Team Sports/Soccer,0.97000002861022949
"b""England's defensive crisis grows\n\nEngland's defensive worries have deepened following the withdrawal of Tottenham's Ledley King from the squad to face Holland.\n\nChelsea's John Terry and Wayne Bridge are also out, leaving coach Sven-Goran Eriksson with a real problem for Wednesday's match at Villa Park. Injured Rio Ferdinand and Sol Campbell were both left out of the squad, and Matthew Upson has already pulled out. Wes Brown and Jamie Carragher are likely to be the makeshift partnership. Terry, the captain of Chelsea as they push for the Premiership title, would have been a certain starter in the absence of Campbell and Ferdinand. But now he has pulled out with a bruised knee and is likely to be replaced by Carragher, alongside Brown.\n\nManchester United's Brown last played for England in the defeat by Australia at Upton Park in February 2003. The 25-year-old was only called into the squad on Sunday night as cover following the enforced withdrawal of Upson, who has a hamstring injury. And Brown now looks certain to add to his tally of seven senior appearances for England. King was forced to pull out after his groin injury was assessed by England's medical staff. Eriksson has still not decided whether to call up any further back-up, having already summoned Phil Neville after Bridge pulled out with a foot injury.\n""",/Sports/Team Sports/Soccer,0.97000002861022949
"b'Obituary: Dame Alicia Markova\n\nDame Alicia Markova, who has died in Bath aged 94, was the UK\'s first prima ballerina of the modern age, and, in her heyday, the greatest in the western world.\n\nShe was born Lilian Alicia Marks in London in 1910. Her parents were comfortably off - her father, a mining engineer, drove a Rolls Royce. When she was eight, her mother took a decision which changed her life. Fearing that she had flat feet and weak legs, she arranged for her to have ballet lessons. Very quickly it became apparent that she was something special. She was spotted by the Russian artistic impresario, Sergei Diaghilev, who wanted her to dance for his company, Ballets Russes. She became ill with diphtheria but kept in touch, and, eventually, with a governess in tow, joined Diaghilev in Monte Carlo when she was 14.\n\nFrom here, she toured Europe, playing in all the top venues. It was Diaghilev who changed her name without even consulting her. Her life was one of great excitement. People such as Matisse and Stravinsky became like uncles to her, the latter put in charge of her musical education. Soon after Diaghilev\'s death in 1929, Alicia Markova returned to England and became Britain\'s first international ballerina. She helped launch the Ballet Club at the Mercury Theatre (later the Ballet Rambert), the Vic Wells Ballet, and then, with Anton Dolin, the Markova-Dolin Ballet of 1935-37. She also began working with young choreographers such as Anthony Tudor and Frederick Ashton who became huge influences on the direction of ballet in the west.\n\nHer version of Giselle, all lightness and grace, is still considered to be among the finest ever. She was also outstanding in The Dying Swan. She was one of the first British ballerinas to take a major part in Les Sylphides. She, above all, helped popularise ballet both in Britain and in America.\n\nAlicia Markova spent World War II in the United States where, in a re-formed Ballets Russes, she played to huge audiences. She even appeared in Hollywood movies. In 1950, back in England, she and Anton Dolin jointly established the Festival Ballet. She retired in 1963, an ""instant decision"" she said, ""largely because of a leg injury"". Created a Dame, she made a new career for herself as a teacher. She also travelled the world directing ballet companies and putting on shows. She became director of ballet for the Metropolitan Opera Ballet in New York, and for some years was full-time Professor of Ballet and Performing Arts in the University of Cincinnati. A critic once said of Dame Alicia Markova\'s dancing: ""She gave the illusion of moving as if she had no weight to get off the ground.""\n'",/Arts & Entertainment/Music & Audio,0.52999997138977051
"b'Relay squad thrilled with honours\n\nJason Gardener says being made an MBE in the New Year Honours List underlines the achievement of Great Britain\'s 4x100m relay squad at the Olympics.\n\nGardener, Darren Campbell, Marlon Devonish and Mark Lewis-Francis have all been awarded MBEs after beating pre-race favourites USA to gold. ""I think this award reinforces what we did on that fantastic night,"" he said. ""This recognition is really inspiring and makes me want to have more success,"" said Lewis-Francis. The British sprint quartet produced a string of faultless baton changes in the final to put pressure on the Americans.\n\nAnd when the USA stumbled with a poor switch between Justin Gatlin and Coby Miller at the 300m stage, Britain edged ahead going into the final bend. Then, on cue, Lewis-Francis ran a textbook final leg, holding off Maurice Greene to bring Team GB home in 38.07 seconds - just one hundredth of a second ahead of their rivals. ""Winning the gold medal was the highlight of my athletics career so far,"" said the Birchfield Harrier. ""This award is not just for me, but for all my friends, family and the people who have helped me to get to this level in my sport."" Gardener added: ""All of us had worked very hard for a long, long time to carry off what most believed was an impossible task. ""Of course this award is very special, but for me nothing will ever take away winning an Olympic gold medal. It\'s all I ever wanted. ""All my life that is what I dreamed of doing. Life since then has been fantastic."" Campbell agreed receiving the honour capped off what has been a difficult year for the sprinter. ""I think the MBE is important because the people closest to me know my journey,"" said the Newport-based athlete. ""I\'ve not just stumbled upon this. ""It gives me a lot of joy and satisfaction to know the stuff you do for your country does mean something.""\n\n- There was also recognition for James Clarke, chairman of the London Marathon. He becomes an OBE.\n'",/Sports/Individual Sports/Track & Field,0.52999997138977051
"b'Costin aims for comeback in 2006\n\nJamie Costin should be paralysed.\n\nHe says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk. There is an ironic chuckle as he talks of his immediate thoughts after a lorry, driving on the wrong side of the road, had ploughed into his rental car. ""I was in a lot of pain and I guessed that one of my toes was broken,"" says the Waterford man. ""But I was thinking maybe with a cortisone injection you never know. ""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I\'d be able to race."" It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics. ""My back had been broken in two places and with one of my vertebrae, the bottom part had exploded so I\'m fierce lucky not be paralysed. ""I\'d fractured my big toe as well which was on the brake."" Jamie didn\'t finally arrive at hospital in Athens until some nine and a half hours after the accident.\n\n""For the first nine hours, I had no pain killers which was ridiculous in 35 degrees heat. ""But once I got the scans and saw them it was a case of moving on and thinking:\'OK, I\'ve got a different set of circumstances now\'."" Within three days he was arriving back in Ireland by air ambulance. Doctors in Athens had wanted to operate on Jamie\'s back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about. ""The Greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae. ""That would have fused all my lower back and I would never have been able to race again. They were really putting a lot of pressure on me to agree to the surgery. ""But when I got to the Mater in Dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me. The people at the Mater have been absolutely fantastic."" Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.\n\nHe then progressed to crutches for six weeks until he was finally able to walk unaided on 10 January. ""Walking without the crutches seemed like something finally really measurable in terms of my recovery."" Physio sessions with Johnston McEvoy in Limerick have been a vital part of his recovery. ""Johnston uses an advanced type of acupuncture and it\'s very effective. ""Needles get put right close up to my spine. A two and a half inch needle went in yesterday and I\'m fairly incapacitated today as a result."" Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years. ""I was there for over a fortnight earlier this month and underwent a fair extreme treatment called cryotherapy. ""Basically, there\'s a small room which is cooled by liquid nitrogen to minus 160 degrees centigrade and it promotes deep healing.""\n\nJamie heads to Poland again on Sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work. All these sessions are small steps on the way to what Jamie hopes will be a return to racing in 2006. ""It\'s all about trying to get mobility in my back. Lying down for three and a half months didn\'t really help with the strength. ""There\'s a lot of work involved in my recovery. I\'m doing about six hours a day between physio and pool work. ""I\'m also going to the gym to lift very light weights to try and build up my muscles. I\'m fairly full on with everything I do. ""I\'d hope to be training regularly by March. But training is just part of the process of getting back. ""At the moment, every time I go and do a big bit of movement, my whole pelvic area all down my lower back just tightens up. ""It\'s a case of waiting and seeing how it reacts. Hopefully, after four or five months my back won\'t tighten up as much.""\n'",/Health/Health Conditions,0.52999997138977051
"b'Europe blames US over weak dollar\n\nEuropean leaders have openly blamed the US for the sharp rise in the value of the euro.\n\nUS officials were talking up the dollar, they said, but failing to take action to back up their words. Meeting in Brussels, finance ministers of the 12 eurozone countries voiced their concern that the rise of the european currency was harming exports. The dollar is within touching distance of an all-time low reached earlier in November. At 0619 GMT on Tuesday, the dollar was up slightly at just above $1.29 to the euro, and buying 105.6 yen in Tokyo. It rallied briefly on Monday amid signs that oil prices are easing.\n\nBut analysts said the respite was likely to be only temporary. The European ministers\' comments, said Junya Tanase of JPMorgan Chase bank in Tokyo, were ""generally too weak to produce a market reaction"".\n\nStill, by the standards of diplomacy the European ministers were forthright. Nicolas Sarkozy of France said he and his colleagues were unanimous in their worry that the decline of the dollar would hit Europe\'s economies by eating into their exports. ""We are concerned about these developments, which are destabilising, and which are linked to the accumulation of deficits by our American friends,"" he said. The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America\'s interest"".\n\nBut that was not enough for Mr Sarkozy.\n\n""If the Americans were to change their policy, it\'s up to them to say so,"" he said. And the European Union\'s monetary affairs commissioner, made it clear that action was necessary. ""I fully welcome the words of Mr Snow,"" said Joaquin Almunia, ""but we will need to see decisions adopted in that direction. ""If the imbalances in the US economy are not adjusted in the future, the decision in the market will be as in the past weeks."" Economists point out that whatever Europe says, in the short term a weaker dollar is a boon to President George W Bush\'s administration. Not only does it boost US exports, but it also makes the budget deficit easier to fund. On the other hand, slower European exports would mean slower EU growth - potentially reducing the demand for US goods.\n'",/News/Politics,0.77999997138977051
"b'Cardinal criticises Iraq war cost\n\nBillions of pounds spent on conflict in Iraq and in the Middle East should have been used to reduce poverty, Cardinal Cormac Murphy-O\'Connor has said.\n\nThe head of the Catholic Church in England and Wales made the comments on BBC Radio 4 and will re-iterate his stance in his Christmas Midnight Mass. The cardinal used a Christmas message to denounce the war in Iraq as a ""terrible"" waste of money. He and the Archbishop of Canterbury have both spoken out about the war.\n\nSpeaking on BBC Radio 4\'s Thought for the Day slot, he criticised the fact that ""billions"" have been spent on war, instead of being used to bring people ""out of dire poverty and malnourishment and disease"". The cardinal said 2005 should be the year for campaigning to ""make history poverty"". He added: ""If the governments of the rich countries were as ready to devote to peace the resources they are willing to commit to war, that would be to see with new eyes and speak with a new voice and perhaps then others would listen to us with new ears."" The cardinal will touch on this theme again on Friday night when he will tell the congregation of 2,000 at Westminster Cathedral that peace is ""worth, always, striving for"".\n\n""How is it that peace has not arrived?,"" the cardinal will ask. ""How is it that there is war in Iraq, violence in the Holy Land, and the horror of pain and death amongst the poor and deprived who suffer from injustice and thus do not find peace?"" ""How can one wish a happy Christmas for our fellow Christians in Iraq or in the Holy Land or those who suffer in Africa unless you and I, in whatever way is open to us, say and do what makes for peace?"" Both the Cardinal and Archbishop of Canterbury Dr Rowan Williams appealed for the weapons inspectors to be given more time in Iraq before the war started. Dr Williams has since criticised the government over its case for war, saying the failure to find weapons of mass destruction had damaged faith in the political system.\n\nOn Friday, the Cardinal will ask the congregation to search for peace. ""It is possible, it is real, it is worth, always, striving for, because of the promise of Our Saviour,"" he will say. ""I also wish you peace in your homes because peace in your home is the beginning of peace in the homes of the community. "" A spokesman said Downing Street had no comment to make. But Prime Minister Tony Blair has said he will put Africa at the top of the agenda when Britain chairs the G8 summit next year.\n'",/People & Society/Religion & Belief,0.77999997138977051
"b'MPs issued with Blackberry threat\n\nMPs will be thrown out of the Commons if they use Blackberries in the chamber Speaker Michael Martin has ruled.\n\nThe \xc2\xa3200 handheld computers can be used as a phone, pager or to send e-mails. The devices gained new prominence this week after Alastair Campbell used his to accidentally send an expletive-laden message to a Newsnight journalist. Mr Martin revealed some MPs had been using their Blackberries during debates and he also cautioned members against using hidden earpieces.\n\nThe use of electronic devices in the Commons chamber has long been frowned on. The sound of a mobile phone or a pager can result in a strong rebuke from either the Speaker or his deputies. The Speaker chairs debates in the Commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the House. He or she is always an MP chosen by colleagues who, once nominated, gives up all party political allegiances.\n'",/News,0.77999997138977051
"b'Collins to compete in Birmingham\n\nWorld and Commonwealth 100m champion Kim Collins will compete in the 60m at the Norwich Union Grand Prix in Birmingham on 18 February.\n\nThe St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis-Francis. Sydney Olympic 100m champion and world indoor record holder Maurice Greene and Athens Olympic 100m silver medallist Francis Obikwelu will also take part. Collins ran in Birmingham at the 2003 World Indoor Championships. ""I\'m looking forward to competing against such a strong field,"" he said. ""I got a great reception form the crowd at the NIA when I won my 60m world indoor silver medal in 2003 and it will be really exciting to return to this venue."" The world champion says he\'s in good shape but he isn\'t underestimating the home competition. ""Jason Gardener and Mark Lewis-Francis are Olympic gold medallists now and I\'m sure they\'ll be aiming to win in front of their home supporters. ""I\'m looking forward to competing against Britain\'s best sprinters and I\'m sure the 60 metres will be one of the most exciting races of the evening."" Collins was sixth in the Olympic final in Athens but is hoping for a better result at the World Championships in Finland this summer. ""This will be a big year for me and I plan to defend my 100m world title in Helsinki in August. Before then I want to perform well over 60m indoors and start my year in winning form.""\n'",/Sports/Individual Sports/Track & Field,0.77999997138977051
"b'El Guerrouj targets cross country\n\nDouble Olympic champion Hicham El Guerrouj is set to make a rare appearance at the World Cross Country Championships in France.\n\nBut the Moroccan, who has not raced over cross country for 15 years, will not decide until two weeks before the event which starts on 19 March. ""If I am to compete in it, it is only if I feel I can win,"" said the 30-year-old, who is retiring in 2006. ""Otherwise there is not much point in me going."" El Guerrouj achieved a lifetime ambition last August when he clinched his first Olympic titles over 1500m and 5,000m. But the four-time world 1500m champion is still hungry for more success before calling time on his career. The 30-year-old has set his sights on clinching the world 5,000m crown in Helsinki this summer. And he is aiming to break 10,000m Olympic champion Kenenisa Bekele\'s 5,000m and 10,000m world records.\n\nEl Guerrouj could meet Bekele in March as the Ethiopian is the defending world cross country champion over both the long and short courses. But the Moroccan will not commit himself to the St Galmier event until he assesses how well his winter training is going. ""The return to training was very difficult because I accepted a lot of invitations these past few months,"" said El Guerrouj. ""I am almost a month behind but I am on the right track.""\n\n\n - Britain\'s Paula Radcliffe has also not ruled out competing in the World Cross Country Championships. ""I haven\'t quite decided what events I will compete in prior to London but the World Cross Country is an event which is also special to me and is a definite possibility,"" said the two-time champion.\n'",/Sports/Individual Sports,0.77999997138977051
"b'Holmes secures comeback victory\n\nBritain\'s Kelly Holmes marked her first appearance on home soil since winning double Olympic gold with 1500m victory at the Norwich Union International.\n\nHolmes hit the front just before the bell in front of a sell-out crowd in Glasgow and cruised to victory in a time of four minutes 14.74 seconds. ""It was nice to get that out of the way. I was nervous about whether I would actually be able to get round. ""I felt good. I just had to relax and use my racing knowledge,"" said Holmes. ""It was all about winning in front of my home crowd. The time is irrelevant. ""I got round in one piece and didn\'t disgrace myself. Now it\'s about going forward. ""The reception I\'ve had since the Olympics has been amazing and that\'s why I wanted to keep running this year, because I get a buzz from the crowd."" Holmes ran a tactically perfect race to finish clear of France\'s Hind Dehiba and Russia\'s Svetlana Cherkasova. The Olympic 800m and 1500m champion\'s time was inside the qualifying mark for the European Indoor Championships in Madrid in March. But the 34-year-old would not reveal whether she intended to run or not, having previously indicated she would leave a decision until after the Birmingham Grand Prix on 18 February.\n'",/Sports/Individual Sports,0.50999999046325684
"b'Radcliffe proves doubters wrong\n\nThis won\'t go down as one of the greatest marathons of Paula\'s career. But as a test of character, it was the toughest race she\'s ever taken part in.\n\nA win in the New York marathon doesn\'t make up for the disappointment of Athens in any shape or form, but it will offer hope and reassurance for next year. If Paula\'s last experience of the year had been Athens, it would have been very difficult to look forward with any optimism. She can now draw a line under this year and make plans about her future. Even if she\'d lost this race, there would have been a lot of positives to take out of it. She knows she can dig deep if she needs to. It was a strong field, with a number of the girls going into the race with expectations of winning. And although two hours 23 minutes wasn\'t one of Paula\'s best times, it wasn\'t far off the record on a difficult course.\n\nI was speaking to Paula in the lead-up to this race and she said that in many ways she was facing a no-win situation. She thought that if she won, people would say ""why couldn\'t she do that in Athens?"" And if she lost, people would say her career was over. And a lot of people were wondering what would happen if Paula was forced to drop out of this race, as she did in the marathon and 10,000m in Athens. But that was never on the cards. She might have been beaten, but she would have kept running. The reasons she was forced to pull out in Athens - the niggling injuries, her lack of energy and the oppressive conditions - weren\'t at play here. The only question was what position she could finish in. Most important of all, despite all the hype in the media ahead of this race, there were never doubts in Paula\'s mind. If she wasn\'t confident, she wouldn\'t have run. After all, if you\'re the best in the world at an event, you\'ll always have expectations of winning.\n\nNow Paula will take part in the Run London 10km race in London at the end of the year, have a well-earned rest over Christmas and go into next year with a lot of optimism.\n'",/Sports,0.50999999046325684
"b'Holmes starts 2005 with GB events\n\nKelly Holmes will start 2005 with a series of races in Britain.\n\nHolmes will make her first track appearance on home soil since winning double Olympic gold in January\'s Norwich Union International in Glasgow. She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month. ""I am still competitive and still want to win,"" she said. ""I\'m an athlete and I can\'t wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy.\n'",/Sports,0.50999999046325684
"b'Holmes starts 2005 with GB events\n\nKelly Holmes will start 2005 with a series of races in Britain.\n\nHolmes will make her first track appearance on home soil since winning double Olympic gold in January\'s Norwich Union International in Glasgow. She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month. ""I am still competitive and still want to win,"" she said. ""I\'m an athlete and I can\'t wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy.\n'",/Sports,0.50999999046325684
"b'Dollar gains on Greenspan speech\n\nThe dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.\n\nAnd Alan Greenspan highlighted the US government\'s willingness to curb spending and rising household savings as factors which may help to reduce it. In late trading in New York, the dollar reached $1.2871 against the euro, from $1.2974 on Thursday. Market concerns about the deficit has hit the greenback in recent months. On Friday, Federal Reserve chairman Mr Greenspan\'s speech in London ahead of the meeting of G7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected US jobs data. ""I think the chairman\'s taking a much more sanguine view on the current account deficit than he\'s taken for some time,"" said Robert Sinche, head of currency strategy at Bank of America in New York. ""He\'s taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""\n\nWorries about the deficit concerns about China do, however, remain. China\'s currency remains pegged to the dollar and the US currency\'s sharp falls in recent months have therefore made Chinese export prices highly competitive. But calls for a shift in Beijing\'s policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg. The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy. In the meantime, the US Federal Reserve\'s decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates. The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar. The recent falls have partly been the result of big budget deficits, as well as the US\'s yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments. The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.\n'",/News/Business News,0.75999999046325684
"b'SA unveils \'more for all\' budget\n\nThe South African government has put tax cuts and increased social spending at the centre of its latest budget.\n\nAiming to both stir economic growth and aid the country\'s poor, finance minister Trevor Manuel said the focus of the 2005 budget was ""more for all"". The tax cuts target firms and individuals, cutting corporate tax from 30% to 29% and offering income tax cuts worth 6.8bn rand ($1.2bn; \xc2\xa3910m). Spending on health and education will rise by 9.4% and 8.1% respectively. Spending on housing and sanitation will rise by 12%. All the spending increases will run over the next three years.\n\nUnveiling the 418bn-rand budget to parliament, Mr Manuel said the South African economy had grown by an average of 3.2% over the past four years, slightly below the African average of 4%.\n\nHe predicted that the South African economy would grow by 4.3% in 2005 and 4.2% in 2006. Mr Manuel added that inflation fell to 4.3% in 2004 and is expected to remain at between 3% and 6% from now until at least 2008, helped by interest rates which are at their lowest level in 24 years. Given that both corporate and personal taxes are being cut - under the new measures, those earning less than 35,000 rand a year will be exempt from income tax - the extra 22.3bn rand in social spending will be partly met by higher fuel, tobacco and alcohol taxes.\n\n""In this budget, the focus is on more for all, not more for some, and not a hell of a lot more for a few, but spread across all of South Africa,"" said Mr Manuel. He said that the economic situation was a ""marked improvement"" on the position at the end of apartheid, but acknowledged that more needed to be done to improve the lives and livelihoods of the disadvantaged. About 280,000 jobs a year have been created in South Africa since 2000 but unemployment remains high, currently close to 30%. Economist Colen Garrow said the budget looked as if it would stimulate economic growth. ""It\'s pleasant to see the cut in company taxes, it\'s a good incentive for business,"" he said.\n'",/News,0.75999999046325684
"b'Electrolux to export Europe jobs\n\nElectrolux saw its shares rise 14% on Tuesday after it said it would be shifting more of its manufacturing to low-cost countries.\n\nThe Swedish firm, the world\'s largest maker of home appliances, said it is to relocate about 10 of its 27 plants in western Europe and North America. It did not say which facilities would be affected, but intends moving them to Asia, eastern Europe and Mexico. The company has two manufacturing sites in County Durham. It makes lawn and garden products in Newton Aycliffe, and cookers and ovens in Spennymoor. The Newton Aycliffe plant could also be affected by Electrolux\'s separate announcement that it is to spin-off its outdoor products unit into a new separate company.\n\nElectrolux\'s subsidiary brands include AEG, Zanussi and Frigidaire. The company said it was speeding up its restructuring programme, which aims to save between \xc2\xa3190m and \xc2\xa3265m annually from 2009. ""We see that about half the plants in high-cost countries - that is around 10 - are at risk,"" said Electrolux chief executive Hans Straberg. ""It looks pretty grim,"" said Swedish trades union official Ulf Carlsson. ""What are we going to end up producing in Sweden?""\n'",/Business & Industrial,0.75999999046325684
"b'Japan bank shares up on link talk\n\nShares of Sumitomo Mitsui Financial (SMFG), and Daiwa Securities jumped amid speculation that two of Japan\'s biggest financial companies will merge.\n\nFinancial newspaper Nihon Keizai Shimbun claimed that the firms will join up next year and already have held discussions with Japanese regulators. The firms denied that they are about to link up, but said they are examining ways of working more closely together. SMFG shares climbed by 2.7% to 717,000, and Daiwa added 5.3% to 740 yen.\n\nCombining SMFG, Japan\'s third-biggest lender, and Daiwa, the country\'s second-largest brokerage firm, would create a company with assets of more than $1,000bn (\xc2\xa3537bn). SMFG President Yoshifumi Nishikawa said that the companies needed to bolster their businesses. ""Both companies need to strengthen retail and other operations,"" he said, adding that ""it\'s an issue we have in common"". Daiwa said that ""although it is true that the two groups have been engaging in various discussions to enhance cooperation, there are no plans to enter into negotiations to consolidate the two businesses"". Analysts said that consolidation in Japan\'s financial sector was likely to continue and that it was likely to have a positive impact on earnings. ""Cross-selling opportunities between banks and brokers are increasing thanks to deregulation, so we can expect the relationship to get even stronger,"" said Heronry Nozaki, an analyst at NikkoCitigroup. The merger ""would be a good move,"" he added.\n'",/News/Business News,0.75999999046325684
"b'Artists\' secret postcards on sale\n\nPostcards by artists including Damien Hirst and Tracey Emin have sold just hours after the opening of the Royal Academy of Arts annual Secrets sale.\n\nThe identity of the artist remains unknown until each work is bought and the signature is revealed on the back. ""There are still some big names left, such as Mario Testino,"" said RCA spokeswoman Sue Bradburn. All postcards are priced at \xc2\xa335. The sale opened at 8am on Friday and will close at 6pm on Saturday. Ms Bradburn said there was a big queue at the start of the sale but it had now gone down.\n\nShe said the people that had bought the famous name postcards had arrived early and had spent time studying each work. ""They would have known what to look for."" The exhibition has been open for viewing since 19 November. Film director Ken Loach, fashion designer Hussein Chalayan and former Blur guitarist Graham Coxon have all designed postcards for the sale. Some of the contributing artists are students or recent graduates of the Royal College of Art and other leading art colleges. Money raised from the sale will go towards the RCA\'s Fine Art Student Award Fund which supports students with grants and bursaries. The famous sale is now in its 11th year.\n'",/Hobbies & Leisure,0.75999999046325684
"b'Berlin honours S Korean director\n\nSouth Korean film director Im Kwon-Taek has received an honorary Golden Bear at the Berlin Film Festival.\n\nIm, who has made more than 100 films in a 40-year career, was hailed for his ""remarkable visual beauty, technical innovation, and intellectual depth"". Twenty of his films are screening in a special retrospective during the festival, which runs until 20 February. The veteran film-maker, 68, won the best director prize at the Cannes Film Festival in 2002 for Chihwaseon. ""Although his films vary in style, they all bear his unmistakable stamp: they are forceful and charged cinematographically, as well as reticent, stylised and musical,"" organisers said in a statement. Meanwhile, a film version of Bizet\'s opera Carmen - translated into the South African language Xhosa - has received a warm reception at the festival. U-Carmen eKhayelitsha (Carmen in Khayelitsha), which is one of 21 films up for Berlin\'s top prize, the Golden Bear, is British director Mark Dornford-May\'s first feature film. ""It\'s the first time any opera has been translated into a black South African language. Xhosa works brilliantly, it\'s such a musical language,"" said music director Charles Hazlewood.\n'",/Arts & Entertainment/Movies,0.75999999046325684
